0,1
2,3
2,3
2,3
2,3
3,4
3,4
3,4
0,1
0,1
0,1
10,11
12,13
8,9
8,9
8,9
8,9
8,9
8,9
9,9
9,11
9,12
9,13
9,2
9,3
5,3
5,7
5,0
5,0
5,0
4,0
4,0
4,5
4,5
9,5
9,5
9,9
9,5
9,9
9,9
0,1
0,2
0,2
0,2
0,2
