0,1
0,1
0,0
4,0
5,1
9,9
4,11
4,19
4,14
4,24
4,29
9,25
5,9
5,9
11,2
11,2
11,2
11,2
11,3
11,3
11,3
11,3
11,3
11,0
9,0
9,0
9,0
9,0
9,0
9,0
9,10
9,10
9,10
9,14
11,15
11,7
0,16
0,16
4,16
9,16
9,22
9,22
11,22
11,22
22,4
22,5
25,12
24,13
23,14
21,15
28,16
27,17
26,18
25,19
24,20
9,21
11,21
11,20
11,19
11,18
0,26
4,9
4,9
4,9
17,0
5,29
5,30
5,31
5,32
24,33
3,34
3,35
